property_id,property_type,address,street,house_number,postal_code,city,state,country,latitude,longitude,construction_year,renovation_year,area_sqm,living_area_sqm,land_area_sqm,room_count,bedroom_count,bathroom_count,toilet_count,floor_number,total_floors,resident_count,adult_count,child_count,owner_id,owner_name,owner_type,owner_occupied,occupancy_status,ownership_status,purchase_date,purchase_price,price_per_sqm,total_price,estimated_market_value,monthly_rent,monthly_service_cost,annual_property_tax,currency,has_balcony,balcony_area_sqm,has_garden,garden_area_sqm,has_garage,garage_capacity,parking_spaces,has_basement,basement_area_sqm,has_elevator,has_storage_room,has_fireplace,has_swimming_pool,has_solar_panels,heating_type,energy_source,energy_efficiency_class,annual_energy_consumption_kwh,condition,furnished,internet_available,internet_speed_mbps,distance_to_city_center_km,distance_to_school_km,distance_to_supermarket_km,distance_to_public_transport_km,created_at,updated_at
100011,villa,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1994,1995,143.651387,126.017505,506.306184,2,5,3,3,1,12,6,1,0,50011,Max Mustermann,private,True,occupied,owned,2025-03-06,719594.456575,7300.875237,1084907.282991,1200817.681969,2245.495097,395.345274,1861.110733,EUR,True,14.391889,True,433.483383,True,0,0,True,47.972964,True,True,True,True,True,district_heating,electricity,B,15902.625711,good,True,True,804,10.354428,5.103017,4.092307,2.551509,2026-03-28T03:05:24,2026-03-28T03:05:24
100012,studio,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,2014,,40.705233,35.041834,,4,4,3,3,,9,5,2,1,50012,Max Mustermann,private,True,occupied,owned,,,2752.091712,199091.543915,233602.658761,,,,EUR,True,,True,,True,1,1,True,,True,True,True,True,True,district_heating,electricity,B,2256.275136,good,True,True,,1.017451,0.362706,0.309634,0.181353,2026-01-25T11:54:22,2026-01-25T11:54:22
100013,condominium,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1969,,77.750095,67.779154,,4,0,1,1,,2,1,2,1,50013,Max Mustermann,private,True,occupied,owned,,,4388.957682,517849.653770,581652.054387,,,,EUR,True,,True,,True,1,1,True,,True,True,True,True,True,district_heating,electricity,B,7166.873045,good,True,True,,4.377334,2.068493,1.670817,1.034246,2026-06-04T08:51:02,2026-06-04T08:51:02
100014,penthouse,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1911,2017,174.725154,153.478043,35.756663,1,4,3,3,6,10,5,1,0,50014,Max Mustermann,private,True,occupied,owned,2022-03-26,190226.246241,8673.902159,1352286.209892,1492766.564315,716.209156,120.858054,410.249712,EUR,True,3.804525,True,49.201275,True,0,0,True,12.681750,True,True,True,True,True,district_heating,electricity,B,20021.706477,good,True,True,154,13.172747,6.533856,5.234087,3.266928,2026-04-28T17:07:59,2026-04-28T17:07:59
100015,bungalow,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1975,1992,152.162418,133.538881,262.365570,4,3,2,2,0,7,4,2,1,50015,Max Mustermann,private,True,occupied,owned,2011-12-14,445161.265985,7676.944066,1158141.739116,1280781.790818,1452.688102,253.046582,1108.960507,EUR,True,8.903225,True,234.265215,True,1,1,True,29.677418,True,True,True,True,True,district_heating,electricity,B,17030.832197,good,True,True,742,11.126359,5.494921,4.405038,2.747460,2026-04-07T02:35:18,2026-04-07T02:35:18
100016,apartment,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1954,1991,82.394734,71.883718,606.426346,7,0,1,1,0,1,1,4,3,50016,Max Mustermann,private,False,occupied,owned,2023-03-31,832229.638940,4594.185909,557815.150775,625290.056522,2570.885624,453.748702,2169.814566,EUR,False,16.644593,False,515.248182,False,3,3,False,55.481976,False,False,False,False,False,district_heating,electricity,B,7782.557728,good,False,False,808,4.798592,2.282362,1.841481,1.141181,2026-06-10T19:56:55,2026-06-10T19:56:55
100017,apartment,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1904,1995,161.692122,141.960480,31.843164,4,0,1,1,1,1,1,2,1,50017,Max Mustermann,private,True,occupied,owned,2019-06-19,185823.559073,8098.023997,1240141.515170,1370316.681429,703.490282,118.575179,398.183088,EUR,True,3.716471,True,46.005250,True,1,1,True,12.388237,True,True,True,True,True,district_heating,electricity,B,18294.071990,good,True,True,963,11.990681,5.933730,4.755199,2.966865,2026-04-03T18:12:45,2026-04-03T18:12:45
100018,condominium,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1903,2003,209.027548,183.791787,238.605181,8,0,1,1,3,2,1,4,3,50018,Max Mustermann,private,False,occupied,owned,2010-09-18,418430.828427,10189.589338,1647446.344854,1815049.522489,1375.466838,239.186355,1035.699308,EUR,False,8.368617,False,214.860898,False,3,3,False,27.895389,False,False,False,False,False,district_heating,electricity,B,24568.768015,good,False,False,608,16.283894,8.113362,6.494501,4.056681,2026-01-18T01:42:14,2026-01-18T01:42:14
100019,townhouse,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1911,,36.397233,31.234764,,5,1,1,1,,4,2,3,2,50019,Max Mustermann,private,False,occupied,owned,,,2561.738217,162022.705404,193127.494550,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,1685.214651,good,False,False,,0.626726,0.164338,0.151340,0.082169,2026-03-16T02:54:14,2026-03-16T02:54:14
100020,townhouse,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1927,2004,208.251139,183.105658,779.861325,1,1,1,1,3,4,2,1,0,50020,Max Mustermann,private,True,occupied,owned,2010-09-02,1027343.991002,10155.282892,1640765.615891,1807754.888702,3134.549307,554.919106,2704.572420,EUR,True,20.546880,True,656.886749,True,0,0,True,68.489599,True,True,True,True,True,district_heating,electricity,B,24465.848677,good,True,True,139,16.213475,8.077611,6.465972,4.038805,2026-01-26T12:17:29,2026-01-26T12:17:29
100021,studio,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1929,2022,185.099970,162.646485,653.929777,3,4,3,3,8,9,5,2,1,50021,Max Mustermann,private,True,occupied,owned,2012-02-07,885670.998814,9132.324252,1441557.880728,1590241.577876,2725.271774,481.459036,2316.283478,EUR,True,17.713420,True,554.042651,True,1,1,True,59.044733,True,True,True,True,True,district_heating,electricity,B,21396.972757,good,True,True,654,14.113718,7.011580,5.615301,3.505790,2026-06-12T11:10:23,2026-06-12T11:10:23
100022,penthouse,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1964,1991,108.153861,94.647598,264.528746,7,4,3,3,0,10,5,4,3,50022,Max Mustermann,private,False,occupied,owned,2014-11-27,447594.839755,5732.379907,779463.455558,867306.043366,1459.718426,254.308435,1115.630302,EUR,False,8.951897,False,236.031810,False,3,3,False,29.839656,False,False,False,False,False,district_heating,electricity,B,11197.139721,good,False,False,482,7.134885,3.468480,2.787979,1.734240,2026-04-01T06:42:17,2026-04-01T06:42:17
100023,apartment,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1977,,68.428092,59.541105,,6,0,1,1,,1,1,3,2,50023,Max Mustermann,private,False,occupied,owned,,,3977.055248,437637.074652,494068.589620,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,5931.165745,good,False,False,,3.531850,1.639247,1.328288,0.819624,2026-06-29T21:41:04,2026-06-29T21:41:04
100024,studio,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1903,2025,240.800811,211.870484,707.118821,5,4,3,3,8,9,5,3,2,50024,Max Mustermann,private,False,occupied,owned,2015-03-21,945508.673232,11593.524186,1920844.183583,2113570.405858,2898.136167,512.485979,2480.283030,EUR,False,18.910173,False,597.480370,False,2,2,False,63.033912,False,False,False,False,False,district_heating,electricity,B,28780.572558,good,False,False,82,19.165655,9.576409,7.661983,4.788205,2026-06-05T20:10:34,2026-06-05T20:10:34
100025,townhouse,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1971,2002,107.367827,93.952964,971.316548,3,1,1,1,3,4,2,2,1,50025,Max Mustermann,private,True,occupied,owned,2021-05-02,1242731.116515,5697.648179,772699.908458,859920.981128,3756.778781,666.601320,3294.892690,EUR,True,24.854622,True,813.241848,True,1,1,True,82.848741,True,True,True,True,True,district_heating,electricity,B,11092.944536,good,True,True,80,7.063594,3.432286,2.759097,1.716143,2026-03-04T05:29:24,2026-03-04T05:29:24
100026,villa,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,1925,,54.940356,47.621710,,4,5,3,3,,12,6,2,1,50026,Max Mustermann,private,True,occupied,owned,,,3381.085512,321579.810253,367346.603628,,,,EUR,True,,True,,True,1,1,True,,True,True,True,True,True,district_heating,electricity,B,4143.256536,good,True,True,,2.308544,1.018184,0.832692,0.509092,2026-03-11T20:44:35,2026-03-11T20:44:35
100027,mobile_home,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1991,,55.794021,48.376112,,6,5,3,3,,11,6,3,2,50027,Max Mustermann,private,False,occupied,owned,,,3418.805580,328925.297142,375367.081204,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,4256.416740,good,False,False,,2.385969,1.057492,0.864059,0.528746,2026-02-26T21:20:53,2026-02-26T21:20:53
100028,villa,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1983,2024,217.211289,191.023930,7.798512,2,5,3,3,8,12,6,1,0,50028,Max Mustermann,private,True,occupied,owned,2023-07-03,158773.325565,10551.196480,1717864.577743,1891938.620022,625.345163,104.549132,324.045411,EUR,True,3.175467,True,26.368784,True,0,0,True,10.584888,True,True,True,True,True,district_heating,electricity,B,25653.589441,good,True,True,145,17.026140,8.490194,6.795205,4.245097,2026-01-15T07:52:02,2026-01-15T07:52:02
100029,studio,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1989,2016,164.801097,144.707946,966.983102,2,4,3,3,6,9,5,1,0,50029,Max Mustermann,private,True,occupied,owned,2010-08-06,1237855.989974,8235.397298,1266893.158029,1399526.583361,3742.695082,664.073476,3281.531232,EUR,True,24.757120,True,809.702867,True,0,0,True,82.523733,True,True,True,True,True,district_heating,electricity,B,18706.191894,good,True,True,273,12.272658,6.076888,4.869436,3.038444,2026-03-22T12:17:04,2026-03-22T12:17:04
100030,bungalow,La Brea Avenue 619,La Brea Avenue,619,90036,Los Angeles,California,USA,34.072210,-118.344620,1969,2004,208.532579,183.354372,837.767274,7,3,2,2,3,7,4,4,3,50030,Max Mustermann,private,False,occupied,owned,2022-08-03,1092488.183234,10167.718596,1643187.305558,1810399.112014,3322.743640,588.697576,2883.115761,EUR,False,21.849764,False,704.176607,False,3,3,False,72.832546,False,False,False,False,False,district_heating,electricity,B,24503.155788,good,False,False,288,16.239001,8.090570,6.476313,4.045285,2026-02-24T18:56:45,2026-02-24T18:56:45
100031,townhouse,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,1953,2018,191.892334,168.649039,408.300620,2,1,1,1,7,4,2,1,0,50031,Max Mustermann,private,True,occupied,owned,2014-06-17,609338.197299,9432.451974,1500003.805384,1654058.209122,1926.977014,338.175362,1558.926911,EUR,True,12.186764,True,353.445506,True,0,0,True,40.622546,True,True,True,True,True,district_heating,electricity,B,22297.355921,good,True,True,567,14.729770,7.324345,5.864881,3.662172,2026-03-22T06:41:31,2026-03-22T06:41:31
100032,loft,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1928,2007,150.289040,131.883337,186.575400,6,3,2,2,4,8,4,3,2,50032,Max Mustermann,private,False,occupied,owned,2026-01-22,359897.324746,7594.166869,1142021.969191,1263180.744738,1206.370049,208.835650,875.274149,EUR,False,7.197946,False,172.369910,False,2,2,False,23.993155,False,False,False,False,False,district_heating,electricity,B,16782.500606,good,False,False,666,10.956448,5.408658,4.336202,2.704329,2026-04-12T20:29:09,2026-04-12T20:29:09
100033,penthouse,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1957,1990,244.219889,214.891995,1148.655687,6,4,3,3,0,10,5,3,2,50033,Max Mustermann,private,False,occupied,owned,2024-07-29,1442237.647479,11744.599758,1950264.163362,2145693.843238,4333.130982,770.049151,3841.688367,EUR,False,28.844753,False,958.068811,False,2,2,False,96.149176,False,False,False,False,False,district_heating,electricity,B,29233.799273,good,False,False,77,19.475757,9.733846,7.787615,4.866923,2026-03-09T04:15:47,2026-03-09T04:15:47
100034,duplex,La Brea Avenue 619,La Brea Avenue,619,90036,Los Angeles,California,USA,34.072210,-118.344620,1975,2000,116.384891,101.921532,403.913454,5,2,2,2,2,5,3,3,2,50034,Max Mustermann,private,False,occupied,owned,2025-09-24,604402.635902,6096.076583,850288.597835,944639.441961,1912.718726,335.616182,1545.399817,EUR,False,12.088053,False,349.862654,False,2,2,False,40.293509,False,False,False,False,False,district_heating,electricity,B,12288.229750,good,False,False,624,7.881420,3.847490,3.090422,1.923745,2026-05-24T17:16:47,2026-05-24T17:16:47
100035,apartment,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1935,2017,153.688736,134.887720,111.295012,1,0,1,1,6,1,1,1,0,50035,Max Mustermann,private,True,occupied,owned,2022-03-23,275206.888563,7744.385997,1171275.167855,1295122.075172,961.708789,164.922090,643.159621,EUR,True,5.504138,True,110.890927,True,0,0,True,18.347126,True,True,True,True,True,district_heating,electricity,B,17233.157991,good,True,True,253,11.264792,5.565202,4.461121,2.782601,2026-05-30T13:57:37,2026-05-30T13:57:37
100036,single_family_home,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,2003,2011,213.322003,187.586886,116.059652,8,1,1,1,5,3,2,4,3,50036,Max Mustermann,private,False,occupied,owned,2019-05-30,280567.108725,10379.344310,1684398.628868,1855397.421791,977.193870,167.701464,657.850594,EUR,False,5.611342,False,114.782049,False,3,3,False,18.704474,False,False,False,False,False,district_heating,electricity,B,25138.032931,good,False,False,783,16.673391,8.311106,6.652297,4.155553,2026-04-13T11:14:08,2026-04-13T11:14:08
100037,villa,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,2011,2007,167.981747,147.518753,1016.993240,2,5,3,3,4,12,6,1,0,50037,Max Mustermann,private,True,occupied,owned,2014-12-11,1294117.394569,8375.937647,1294261.541874,1429409.899776,3905.228029,693.246056,3435.729155,EUR,True,25.882348,True,850.544479,True,0,0,True,86.274493,True,True,True,True,True,district_heating,electricity,B,19127.812942,good,True,True,715,12.561135,6.223346,4.986306,3.111673,2026-05-11T15:05:48,2026-05-11T15:05:48
100038,bungalow,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1900,1999,220.266984,193.724311,724.471238,7,3,2,2,2,7,4,4,3,50038,Max Mustermann,private,False,occupied,owned,2020-01-28,965030.142345,10686.215553,1744157.765575,1920647.938628,2954.531522,522.608222,2533.786316,EUR,False,19.300603,False,611.651511,False,3,3,False,64.335343,False,False,False,False,False,district_heating,electricity,B,26058.646659,good,False,False,768,17.303285,8.630898,6.907485,4.315449,2026-01-13T03:09:40,2026-01-13T03:09:40
100039,triplex,La Brea Avenue 619,La Brea Avenue,619,90036,Los Angeles,California,USA,34.072210,-118.344620,1997,2003,159.130711,139.696908,968.553928,2,2,2,2,3,6,3,1,0,50039,Max Mustermann,private,True,occupied,owned,2023-03-21,1239623.168920,7984.845380,1218101.468725,1346251.333419,3747.800266,664.989791,3286.374611,EUR,True,24.792463,True,810.985708,True,0,0,True,82.641545,True,True,True,True,True,district_heating,electricity,B,17954.536140,good,True,True,608,11.758367,5.815786,4.661082,2.907893,2026-02-10T21:27:38,2026-02-10T21:27:38
100040,duplex,La Brea Avenue 619,La Brea Avenue,619,90036,Los Angeles,California,USA,34.072210,-118.344620,2003,2011,186.482945,163.868649,875.678144,5,2,2,2,5,5,3,3,2,50040,Max Mustermann,private,False,occupied,owned,2016-03-28,1135137.912037,9193.432444,1453457.896998,1603235.109154,3445.953968,610.812251,3000.007611,EUR,False,22.702758,False,735.137151,False,2,2,False,75.675861,False,False,False,False,False,district_heating,electricity,B,21580.297332,good,False,False,479,14.239151,7.075261,5.666118,3.537631,2026-01-17T12:24:38,2026-01-17T12:24:38
100041,single_family_home,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1920,,44.852242,38.706633,,6,1,1,1,,3,2,3,2,50041,Max Mustermann,private,False,occupied,owned,,,2935.331645,234775.109763,272565.254984,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,2805.994934,good,False,False,,1.393575,0.553661,0.462013,0.276831,2026-04-30T16:16:35,2026-04-30T16:16:35
100042,townhouse,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,1989,1996,83.998129,73.300672,643.473710,4,1,1,1,1,4,2,2,1,50042,Max Mustermann,private,True,occupied,owned,2010-02-23,873907.923464,4665.033619,571611.809955,640354.516816,2691.289557,475.359664,2284.043938,EUR,True,17.478158,True,545.503530,True,1,1,True,58.260528,True,True,True,True,True,district_heating,electricity,B,7995.100856,good,True,True,275,4.944016,2.356193,1.900396,1.178096,2026-01-03T21:46:07,2026-01-03T21:46:07
100043,triplex,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1954,1995,97.218412,84.983713,1167.738917,2,2,2,2,1,6,3,1,0,50043,Max Mustermann,private,True,occupied,owned,2013-07-31,1463706.281372,5249.185654,685367.732664,764563.686476,4395.151480,781.181035,3900.528327,EUR,True,29.274126,True,973.653449,True,0,0,True,97.580419,True,True,True,True,True,district_heating,electricity,B,9747.556963,good,True,True,509,6.143065,2.964941,2.386165,1.482470,2026-06-24T17:48:17,2026-06-24T17:48:17
100044,condominium,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1943,,52.155275,45.160476,,1,0,1,1,,2,1,1,0,50044,Max Mustermann,private,True,occupied,owned,,,3258.023781,297615.157309,341179.793386,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,3774.071342,good,True,True,,2.055944,0.889941,0.730357,0.444970,2026-06-14T10:07:18,2026-06-14T10:07:18
100045,condominium,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1935,2014,85.050041,74.230268,454.241253,4,0,1,1,6,2,1,2,1,50045,Max Mustermann,private,True,occupied,owned,2025-08-29,661021.409231,4711.513420,580663.139768,650237.590449,2076.284071,364.974064,1700.577196,EUR,True,13.220428,True,390.963690,True,1,1,True,44.068094,True,True,True,True,True,district_heating,electricity,B,8134.540261,good,True,True,653,5.039422,2.404630,1.939048,1.202315,2026-04-22T05:29:00,2026-04-22T05:29:00
100046,bungalow,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1919,,56.715307,49.190272,,5,3,2,2,,7,4,3,2,50046,Max Mustermann,private,False,occupied,owned,,,3459.513579,336852.644408,384022.887408,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,4378.540738,good,False,False,,2.469528,1.099914,0.897911,0.549957,2026-03-09T16:48:11,2026-03-09T16:48:11
100047,condominium,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1927,1996,94.764325,82.814985,662.448758,2,0,1,1,1,2,1,1,0,50047,Max Mustermann,private,True,occupied,owned,2019-06-25,895254.852219,5140.749230,664251.165754,741506.678282,2752.958462,486.428442,2342.550336,EUR,True,17.905097,True,560.999819,True,0,0,True,59.683657,True,True,True,True,True,district_heating,electricity,B,9422.247689,good,True,True,334,5.920485,2.851939,2.295991,1.425969,2026-05-10T03:55:40,2026-05-10T03:55:40
100048,triplex,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,2022,2012,171.672156,150.780044,995.285597,4,2,2,2,5,6,3,2,1,50048,Max Mustermann,private,True,occupied,owned,2017-08-19,1269696.296742,8539.002221,1326016.221889,1464082.577414,3834.678191,680.583265,3368.797258,EUR,True,25.393926,True,832.816571,True,1,1,True,84.646420,True,True,True,True,True,district_heating,electricity,B,19617.006662,good,True,True,878,12.895847,6.393276,5.121907,3.196638,2026-03-18T20:32:38,2026-03-18T20:32:38
